	-1.000000	-1.000000	3.72045e-42
	-0.979798	-1.000000	2.74823e-41
	-0.959596	-1.000000	1.94907e-40
	-0.939394	-1.000000	1.32703e-39
	-0.919192	-1.000000	8.67376e-39
	-0.898990	-1.000000	5.4426e-38
	-0.878788	-1.000000	3.2786e-37
	-0.858586	-1.000000	1.89601e-36
	-0.838384	-1.000000	1.05261e-35
	-0.818182	-1.000000	5.61015e-35
	-0.797980	-1.000000	2.87048e-34
	-0.777778	-1.000000	1.40996e-33
	-0.757576	-1.000000	6.64876e-33
	-0.737374	-1.000000	3.00986e-32
	-0.717172	-1.000000	1.30806e-31
	-0.696970	-1.000000	5.45738e-31
	-0.676768	-1.000000	2.18584e-30
	-0.656566	-1.000000	8.40479e-30
	-0.636364	-1.000000	3.10248e-29
	-0.616162	-1.000000	1.09944e-28
	-0.595960	-1.000000	3.74028e-28
	-0.575758	-1.000000	1.22156e-27
	-0.555556	-1.000000	3.83001e-27
	-0.535354	-1.000000	1.15282e-26
	-0.515152	-1.000000	3.33118e-26
	-0.494949	-1.000000	9.24085e-26
	-0.474747	-1.000000	2.46093e-25
	-0.454545	-1.000000	6.2916e-25
	-0.434343	-1.000000	1.5442e-24
	-0.414141	-1.000000	3.63845e-24
	-0.393939	-1.000000	8.23008e-24
	-0.373737	-1.000000	1.78719e-23
	-0.353535	-1.000000	3.72574e-23
	-0.333333	-1.000000	7.45637e-23
	-0.313131	-1.000000	1.43259e-22
	-0.292929	-1.000000	2.64234e-22
	-0.272727	-1.000000	4.67877e-22
	-0.252525	-1.000000	7.95335e-22
	-0.232323	-1.000000	1.29791e-21
	-0.212121	-1.000000	2.03335e-21
	-0.191919	-1.000000	3.05815e-21
	-0.171717	-1.000000	4.41549e-21
	-0.151515	-1.000000	6.12032e-21
	-0.131313	-1.000000	8.14415e-21
	-0.111111	-1.000000	1.04038e-20
	-0.090909	-1.000000	1.2759e-20
	-0.070707	-1.000000	1.50215e-20
	-0.050505	-1.000000	1.6978e-20
	-0.030303	-1.000000	1.8422e-20
	-0.010101	-1.000000	1.91893e-20
	0.010101	-1.000000	1.91893e-20
	0.030303	-1.000000	1.8422e-20
	0.050505	-1.000000	1.6978e-20
	0.070707	-1.000000	1.50215e-20
	0.090909	-1.000000	1.2759e-20
	0.111111	-1.000000	1.04038e-20
	0.131313	-1.000000	8.14415e-21
	0.151515	-1.000000	6.12032e-21
	0.171717	-1.000000	4.41549e-21
	0.191919	-1.000000	3.05815e-21
	0.212121	-1.000000	2.03335e-21
	0.232323	-1.000000	1.29791e-21
	0.252525	-1.000000	7.95335e-22
	0.272727	-1.000000	4.67877e-22
	0.292929	-1.000000	2.64234e-22
	0.313131	-1.000000	1.43259e-22
	0.333333	-1.000000	7.45637e-23
	0.353535	-1.000000	3.72574e-23
	0.373737	-1.000000	1.78719e-23
	0.393939	-1.000000	8.23008e-24
	0.414141	-1.000000	3.63845e-24
	0.434343	-1.000000	1.5442e-24
	0.454545	-1.000000	6.2916e-25
